Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Are,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2024,Season A,October,Ngeruka,Rice,1.59,1.51,151.0,Flat,Hybrid (Komboka),Partial,Inorganic (NPK),0.66,No,Maize,High,Adequate,No,Yes,7.7,Loam,7.02,2.84,82.9,25.0,194.5,23.2,126.2,81.5,7.1,11.4,111.7,24.71
2023,Season A,November,Juru,Beans,1.54,0.99,99.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Cassava,Medium,Adequate,No,No,9.5,Sandy Loam,6.74,2.59,47.5,23.2,177.3,22.8,117.4,89.4,6.9,12.5,101.6,11.89
2024,Season A,January,Ntarama,Beans,1.48,1.04,104.0,Valley,Hybrid (MAC 44),Partial,Inorganic (NPK),0.76,No,Beans,High,Limited,Yes,Yes,11.4,Sandy Soil,7.08,2.8,64.6,11.4,237.4,21.9,80.7,73.9,8.3,12.5,105.8,8.26
2020,Season A,December,Shyara,Maize,1.06,0.91,91.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),1.17,No,Beans,High,Adequate,Yes,Yes,10.2,Sandy Loam,6.14,2.28,57.7,16.2,277.1,22.7,102.1,71.0,7.2,10.2,93.2,29.81
2023,Season A,October,Shyara,Rice,1.15,0.77,77.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),1.88,No,Cassava,High,Adequate,No,No,15.2,Sandy Loam,6.15,2.31,56.2,21.5,275.5,24.0,111.8,76.8,6.1,9.7,113.7,39.87
2023,Season A,December,Ntarama,Rice,0.15,0.14,14.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Beans,High,Limited,No,No,17.0,Sandy Soil,7.03,2.93,56.1,9.2,247.3,22.9,73.7,80.5,8.0,13.2,113.6,22.51
2021,Season A,January,Mareba,Maize,1.27,1.09,109.0,Flat,Improved (WH507),Partial,Inorganic (NPK),0.37,No,Beans,Low,Adequate,No,No,18.6,Sandy Loam,7.09,2.93,64.4,9.4,222.1,22.9,56.7,66.0,8.0,12.3,98.2,15.83
2022,Season B,February,Nyarugenge,Maize,1.97,1.92,192.0,Valley,Hybrid (H614D),No,None,0.0,No,Rice,Low,Limited,No,No,7.1,Clay Soil,6.15,2.36,44.8,22.6,188.9,21.7,94.8,76.3,8.0,10.6,112.5,20.18
2024,Season A,October,Nyamata,Beans,1.54,0.93,93.0,Flat,Local Variety,Yes,Inorganic (NPK),1.27,No,Beans,High,Adequate,No,No,22.8,Clay Soil,7.09,3.43,72.9,22.8,246.7,25.2,135.2,74.6,6.6,10.8,95.7,5.9
2023,Season A,December,Nyamata,Beans,0.97,0.59,59.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Rice,High,Limited,No,No,24.0,Clay Soil,7.34,3.24,74.9,27.0,252.9,21.9,106.6,72.9,7.0,13.2,105.1,7.36
2020,Season B,April,Nyamata,Maize,1.65,1.2,120.0,Flat,Local Variety,No,None,0.0,Partial,Rice,High,Sufficient,Yes,No,7.1,Clay Soil,7.18,3.19,73.0,20.1,244.0,23.6,98.1,84.4,6.7,9.8,118.8,10.4
2022,Season A,October,Nyamata,Rice,1.64,1.39,139.0,Flat,Improved (IR64 / NERICA),Partial,Organic (Compost),0.35,No,Maize,Low,Adequate,Yes,No,8.9,Clay Soil,7.05,3.31,77.0,24.0,258.9,23.5,126.6,78.5,6.3,11.6,104.9,35.11
2022,Season A,January,Rilima,Beans,2.53,2.52,252.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Maize,Medium,Sufficient,No,No,18.4,Sandy Soil,6.13,1.99,41.8,13.2,221.1,22.0,77.9,70.0,8.4,10.8,120.2,12.37
2020,Season B,February,Juru,Rice,2.62,1.59,159.0,Flat,Local Variety,Yes,Inorganic (NPK),1.57,No,Maize,Medium,Adequate,No,Yes,10.0,Sandy Loam,6.94,2.58,47.9,23.0,172.1,24.0,66.9,67.4,6.4,11.8,95.4,17.95
2022,Season B,February,Ngeruka,Beans,0.44,0.36,36.0,Flat,Local Variety,No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,15.2,Loam,7.04,2.36,73.0,19.4,184.9,22.8,93.5,78.0,7.7,10.9,121.1,5.99
2024,Season B,June,Ruhuha,Beans,1.45,1.33,133.0,Valley,Local Variety,No,None,0.0,Partial,Maize,High,Adequate,Yes,No,7.8,Sandy Loam,7.06,2.48,61.7,13.0,184.2,22.3,43.5,66.9,8.0,12.0,103.3,4.71
2020,Season B,February,Rweru,Rice,2.74,2.37,237.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),2.8,Yes,Maize,Low,Adequate,Yes,Yes,7.4,Clay Soil,7.05,2.6,59.8,13.8,180.5,23.1,49.8,70.3,8.0,9.7,97.2,32.21
2023,Season A,September,Rweru,Rice,1.03,0.78,78.0,Hillside,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.57,No,Rice,Low,Adequate,Yes,No,24.6,Clay Soil,7.01,2.75,66.9,14.2,184.4,25.2,47.3,63.3,7.0,12.2,122.8,30.03
2020,Season B,February,Gashora,Beans,2.61,1.61,161.0,Flat,Improved (RWR 2245),Yes,Inorganic (NPK),1.24,No,Beans,Medium,Sufficient,Yes,No,18.3,Loam,6.39,2.37,54.6,24.3,188.1,25.7,63.0,66.2,7.9,10.0,124.4,12.86
2022,Season B,February,Mayange,Rice,2.7,2.3,230.0,Flat,Local Variety,Partial,Organic (Compost),0.57,No,Rice,Low,Adequate,No,Yes,14.4,Sandy Loam,5.91,3.08,66.1,13.7,204.6,22.0,53.6,71.8,7.4,9.2,122.4,16.9
2020,Season A,September,Ntarama,Rice,2.48,2.1,210.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Yes,Rice,Low,Limited,No,Yes,24.7,Sandy Soil,6.93,3.06,61.8,11.6,250.2,25.3,64.5,77.9,7.6,11.2,106.3,30.79
2024,Season B,March,Ntarama,Rice,0.64,0.4,40.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Adequate,No,No,18.7,Sandy Soil,7.05,3.0,62.1,12.5,251.8,22.9,63.4,76.4,6.9,10.9,109.3,18.33
2020,Season B,April,Ruhuha,Maize,2.42,1.57,157.0,Valley,Local Variety,No,None,0.0,No,Fallow,High,Sufficient,No,No,9.6,Sandy Loam,7.03,2.78,64.7,18.1,174.7,24.1,94.6,75.8,6.6,9.6,101.5,11.05
2022,Season B,April,Nyarugenge,Beans,0.34,0.33,33.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Maize,Low,Adequate,Yes,Yes,18.5,Clay Soil,6.12,2.11,37.9,23.1,195.9,21.8,104.7,73.6,6.2,10.5,112.6,8.22
2020,Season B,May,Gashora,Maize,2.48,2.29,229.0,Flat,Local Variety,Yes,Organic (Compost),0.0,No,Beans,Medium,Sufficient,No,No,17.1,Loam,6.43,2.29,47.6,24.2,190.2,23.8,97.7,71.7,6.6,12.4,94.2,15.78
2020,Season B,February,Gashora,Rice,1.8,1.69,169.0,Flat,Hybrid (Komboka),Partial,Organic (Compost),0.71,Partial,Beans,Low,Sufficient,Yes,No,24.6,Loam,6.39,2.15,51.7,22.1,199.2,22.3,82.3,75.8,8.1,10.1,109.6,27.36
2021,Season A,September,Shyara,Rice,0.41,0.3,30.0,Flat,Local Variety,Partial,Organic (Compost),0.74,Yes,Beans,Low,Sufficient,Yes,Yes,13.4,Sandy Loam,6.01,2.49,58.7,21.0,261.6,21.8,78.9,79.0,7.8,11.6,102.4,25.67
2021,Season B,March,Shyara,Maize,2.58,1.63,163.0,Flat,Improved (WH507),Partial,Inorganic (NPK),0.49,No,Maize,High,Adequate,Yes,Yes,22.1,Sandy Loam,6.15,2.24,49.0,19.8,260.9,24.0,130.0,70.9,7.9,11.0,123.6,17.2
2023,Season B,May,Ntarama,Maize,2.95,2.11,211.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),1.49,Yes,Maize,Medium,Sufficient,No,No,11.0,Sandy Soil,7.15,2.87,58.7,10.6,263.7,20.5,63.0,70.7,6.6,10.7,99.2,18.27
2023,Season B,June,Rweru,Rice,1.7,1.22,122.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Rice,Low,Adequate,Yes,No,9.7,Clay Soil,6.9,2.8,62.2,12.5,179.3,23.9,45.6,58.0,8.0,12.5,132.1,21.7
2024,Season B,May,Juru,Beans,1.52,1.18,118.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.8,Yes,Rice,Medium,Sufficient,Yes,Yes,6.2,Sandy Loam,6.92,2.59,41.9,25.7,175.5,22.6,80.7,80.0,7.4,10.6,105.6,12.29
2020,Season A,January,Mareba,Rice,1.5,1.25,125.0,Valley,Hybrid (Komboka),No,None,0.0,No,Beans,High,Limited,Yes,No,15.4,Sandy Loam,7.16,2.98,66.4,10.6,240.1,22.6,54.9,69.3,8.7,11.5,108.2,16.95
2023,Season B,June,Ngeruka,Rice,0.14,0.13,13.0,Valley,Local Variety,Partial,Inorganic (NPK),0.64,No,Rice,Medium,Sufficient,No,No,11.6,Loam,7.06,2.74,77.8,19.6,188.1,23.6,43.5,69.3,8.6,14.0,104.3,12.94
2022,Season A,January,Kamabuye,Maize,0.28,0.17,17.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),1.71,Partial,Maize,Low,Sufficient,Yes,No,21.2,Clay Soil,6.99,2.0,45.8,22.4,211.5,20.6,53.1,76.2,7.3,10.7,97.7,17.53
2021,Season A,October,Nyarugenge,Maize,1.67,1.11,111.0,Hillside,Local Variety,No,None,0.0,Yes,Maize,High,Adequate,Yes,No,20.9,Clay Soil,6.29,2.31,36.6,23.1,189.5,22.6,111.4,79.4,6.8,7.8,100.2,13.03
2021,Season B,June,Ngeruka,Maize,2.17,1.62,162.0,Flat,Improved (WH507),Partial,Inorganic (NPK),0.24,No,Fallow,Medium,Sufficient,No,No,9.4,Loam,6.93,2.87,79.6,19.8,195.8,24.7,45.1,65.3,9.0,9.6,131.0,12.03
2022,Season B,April,Shyara,Maize,0.76,0.65,65.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Beans,Low,Limited,No,Yes,18.2,Sandy Loam,5.96,2.48,59.9,19.3,272.9,23.8,110.6,85.5,6.6,10.2,118.6,22.59
2023,Season B,June,Musenyi,Beans,0.98,0.75,75.0,Flat,Local Variety,Yes,Inorganic (NPK),1.27,No,Beans,High,Sufficient,Yes,No,10.9,Loam,7.21,2.59,43.2,15.7,241.0,21.8,25.2,71.2,7.4,11.6,110.7,4.61
2021,Season A,October,Gashora,Beans,0.69,0.54,54.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),0.47,No,Fallow,Low,Sufficient,Yes,Yes,15.0,Loam,6.45,2.27,47.6,25.8,187.6,23.7,89.8,77.4,6.4,11.1,92.6,15.31
2022,Season A,September,Juru,Maize,1.84,1.67,167.0,Flat,Improved (WH507),No,None,0.0,No,Beans,High,Adequate,No,No,14.7,Sandy Loam,6.85,2.39,48.4,21.6,175.1,22.6,54.7,81.9,8.9,10.0,103.8,14.05
2020,Season B,June,Musenyi,Beans,2.86,2.49,249.0,Hillside,Improved (RWR 2245),Partial,Inorganic (NPK),0.77,Yes,Maize,Low,Adequate,Yes,No,22.7,Loam,7.14,2.26,42.1,16.2,251.9,22.5,38.8,71.3,8.3,12.7,113.1,12.62
2023,Season A,December,Ngeruka,Maize,0.85,0.67,67.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Sufficient,Yes,No,8.0,Loam,7.25,2.79,76.4,19.9,197.9,21.8,111.3,71.7,7.7,13.1,100.0,19.12
2023,Season B,April,Mayange,Maize,2.19,1.32,132.0,Flat,Hybrid (H614D),No,None,0.0,No,Maize,Low,Adequate,No,No,10.4,Sandy Loam,5.93,2.7,67.1,12.4,203.4,22.9,102.1,80.1,6.6,9.8,110.3,25.72
2020,Season A,September,Nyamata,Maize,0.28,0.21,21.0,Flat,Improved (WH507),No,None,0.0,No,Rice,Low,Adequate,Yes,No,5.5,Clay Soil,7.1,3.28,81.6,26.0,254.1,22.6,80.0,72.7,8.2,10.1,124.5,18.06
2021,Season A,September,Nyarugenge,Maize,1.72,1.64,164.0,Flat,Hybrid (H614D),Partial,Organic (Compost),0.18,No,Beans,Low,Adequate,Yes,No,17.0,Clay Soil,6.33,2.52,37.1,22.3,210.8,22.4,75.1,73.6,6.1,12.9,125.9,28.68
2022,Season A,December,Mayange,Maize,0.94,0.63,63.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Adequate,Yes,Yes,21.6,Sandy Loam,5.79,2.84,62.8,9.0,205.2,22.5,85.1,65.6,7.8,9.9,107.1,14.84
2021,Season B,April,Shyara,Beans,1.34,1.01,101.0,Hillside,Hybrid (MAC 44),Partial,Organic (Compost),0.72,No,Maize,High,Sufficient,No,No,9.7,Sandy Loam,6.13,2.41,60.9,24.2,270.1,26.7,134.1,78.9,6.1,9.9,113.7,7.52
2021,Season B,February,Kamabuye,Beans,1.72,1.3,130.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),0.72,No,Beans,Medium,Sufficient,Yes,Yes,23.4,Clay Soil,7.13,2.49,47.3,19.9,214.3,21.1,94.4,58.2,9.0,10.7,115.1,7.42
2020,Season A,October,Ngeruka,Rice,2.93,2.14,214.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Fallow,High,Adequate,Yes,Yes,14.4,Loam,6.94,2.62,71.5,22.1,199.1,23.4,100.7,79.2,6.7,8.8,107.5,22.06
2022,Season B,March,Nyamata,Beans,0.42,0.39,39.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),1.22,No,Fallow,High,Adequate,No,Yes,9.0,Clay Soil,7.12,3.12,74.8,23.5,244.7,24.3,65.4,74.0,6.9,11.8,109.3,6.38
2022,Season B,April,Mwogo,Rice,2.33,1.47,147.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Partial,Beans,Low,Sufficient,No,No,6.6,Sandy Soil,5.98,2.01,66.3,21.0,151.5,23.4,150.1,79.3,7.5,9.4,105.5,33.68
2020,Season B,May,Mareba,Rice,2.83,1.87,187.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),2.73,No,Beans,Medium,Adequate,Yes,Yes,8.5,Sandy Loam,6.86,2.96,63.6,11.9,238.9,23.0,50.7,69.3,7.0,10.5,102.4,30.01
2020,Season B,June,Mwogo,Beans,2.52,1.94,194.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),0.48,Partial,Beans,Low,Adequate,No,No,10.3,Sandy Soil,5.94,2.24,66.2,19.3,163.0,23.1,34.9,57.3,7.9,11.3,129.0,11.6
2021,Season A,October,Ntarama,Rice,1.09,0.68,68.0,Hillside,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),2.38,No,Maize,Medium,Sufficient,Yes,Yes,24.6,Sandy Soil,7.1,2.95,61.9,10.9,236.3,23.1,108.5,74.4,6.5,10.2,89.9,30.63
2020,Season A,October,Mayange,Beans,2.21,2.16,216.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Rice,Low,Adequate,No,No,18.4,Sandy Loam,5.86,2.7,66.7,13.5,206.9,23.7,75.8,78.2,6.1,10.9,97.9,9.78
2021,Season A,November,Mareba,Rice,1.84,1.45,145.0,Flat,Local Variety,No,None,0.0,Partial,Maize,Low,Adequate,Yes,No,23.3,Sandy Loam,7.13,3.19,67.7,10.6,244.4,24.1,109.1,78.1,7.1,10.2,89.5,20.68
2022,Season B,April,Mayange,Rice,2.04,1.6,160.0,Valley,Local Variety,No,None,0.0,No,Beans,High,Limited,Yes,Yes,5.6,Sandy Loam,5.8,2.8,61.0,12.4,190.7,23.3,77.9,85.7,6.9,9.4,105.2,13.14
2021,Season B,April,Ntarama,Rice,0.45,0.38,38.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),1.21,Yes,Cassava,High,Limited,Yes,Yes,17.2,Sandy Soil,7.32,3.09,62.6,8.3,234.1,23.6,93.1,80.9,6.7,10.6,118.1,29.94
2022,Season B,April,Ngeruka,Rice,2.02,1.49,149.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Cassava,Low,Adequate,Yes,No,17.0,Loam,6.86,2.74,72.0,17.3,195.0,25.1,126.3,76.0,6.9,12.2,107.0,33.33
2023,Season A,November,Nyamata,Maize,1.16,0.86,86.0,Flat,Local Variety,No,None,0.0,Yes,Maize,Medium,Adequate,Yes,No,18.2,Clay Soil,7.13,3.1,78.0,26.2,250.6,23.6,94.6,82.1,6.5,10.9,120.5,12.79
2021,Season A,November,Nyarugenge,Maize,0.96,0.7,70.0,Hillside,Improved (WH507),Yes,Mixed (Organic + Inorganic),2.2,No,Rice,High,Adequate,Yes,No,21.7,Clay Soil,6.21,1.78,39.2,22.9,197.8,23.3,116.6,77.0,6.1,12.5,106.3,21.05
2024,Season A,September,Ntarama,Beans,2.17,1.45,145.0,Flat,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,24.3,Sandy Soil,7.15,2.9,66.3,13.8,253.0,23.6,81.0,78.5,7.6,12.6,122.0,12.94
2024,Season A,October,Mwogo,Beans,1.91,1.81,181.0,Valley,Hybrid (MAC 44),Yes,Inorganic (NPK),1.43,No,Rice,Medium,Limited,Yes,Yes,11.3,Sandy Soil,5.88,1.77,71.3,20.8,174.6,24.7,139.3,82.2,5.0,10.9,113.9,9.36
2022,Season A,November,Ruhuha,Maize,0.91,0.89,89.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),0.54,Yes,Maize,Medium,Adequate,Yes,Yes,12.8,Sandy Loam,7.13,2.29,65.0,19.6,198.4,21.5,77.0,78.5,6.8,11.8,120.3,13.67
2020,Season A,October,Nyarugenge,Rice,2.32,1.41,141.0,Flat,Hybrid (Komboka),Partial,Organic (Compost),0.55,No,Fallow,Low,Sufficient,Yes,No,8.0,Clay Soil,6.11,2.29,38.1,19.1,194.9,25.0,121.8,84.2,6.4,8.9,101.7,30.69
2024,Season A,November,Rweru,Rice,0.98,0.86,86.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Low,Sufficient,Yes,No,5.9,Clay Soil,6.95,2.61,65.3,10.2,188.4,23.3,113.3,71.6,6.7,11.0,96.6,26.98
2020,Season A,October,Kamabuye,Beans,0.65,0.53,53.0,Valley,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Limited,No,Yes,23.9,Clay Soil,7.29,2.27,41.8,19.3,200.9,24.2,114.5,76.0,6.6,10.1,110.4,10.26
2021,Season B,March,Rilima,Maize,0.78,0.56,56.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,Low,Limited,No,No,10.4,Sandy Soil,6.0,2.17,44.4,15.7,211.6,22.1,71.4,74.9,7.6,11.7,115.1,18.06
2022,Season B,June,Musenyi,Rice,0.88,0.64,64.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Partial,Rice,High,Sufficient,No,No,5.2,Loam,7.13,2.43,45.7,16.5,267.7,23.8,36.9,73.8,8.6,12.3,98.8,19.47
2021,Season A,December,Rilima,Maize,1.89,1.83,183.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Limited,Yes,No,19.0,Sandy Soil,6.04,1.73,44.8,18.3,204.7,22.8,118.6,82.5,7.4,11.3,98.8,20.23
2020,Season A,December,Ruhuha,Beans,0.12,0.08,8.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.74,No,Cassava,High,Limited,No,No,17.8,Sandy Loam,7.1,2.61,57.5,18.3,192.5,22.2,97.4,75.3,7.5,12.2,98.8,8.47
2023,Season A,October,Kamabuye,Maize,0.65,0.4,40.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,No,No,20.1,Clay Soil,7.02,2.42,39.1,19.5,213.5,23.4,103.2,74.1,5.4,9.7,90.4,19.42
2021,Season B,April,Nyamata,Rice,1.64,1.41,141.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),0.49,Yes,Cassava,Medium,Adequate,No,No,9.5,Clay Soil,7.22,3.3,79.7,25.9,269.9,23.2,146.3,77.7,6.7,11.4,121.7,27.69
2024,Season A,November,Gashora,Beans,2.62,2.0,200.0,Valley,Local Variety,No,None,0.0,No,Cassava,High,Adequate,No,No,20.5,Loam,6.41,2.46,48.9,21.8,185.1,22.7,85.7,74.6,6.5,12.0,91.6,6.2
2022,Season A,December,Musenyi,Rice,2.22,1.61,161.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Partial,Rice,High,Sufficient,No,No,21.9,Loam,7.1,2.37,35.7,13.8,245.5,22.2,111.1,66.1,7.1,10.7,113.7,27.87
2024,Season A,December,Ngeruka,Beans,2.41,2.27,227.0,Flat,Local Variety,Yes,Inorganic (NPK),1.4,No,Beans,High,Adequate,Yes,No,16.4,Loam,7.12,2.71,74.0,23.8,185.2,20.6,116.3,75.3,7.3,11.3,120.5,6.75
2024,Season A,October,Kamabuye,Beans,1.72,1.22,122.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Sufficient,Yes,Yes,20.1,Clay Soil,7.15,2.04,39.2,19.6,199.5,21.7,96.1,79.3,6.4,11.3,116.1,13.91
2024,Season A,January,Musenyi,Maize,0.37,0.33,33.0,Hillside,Local Variety,No,None,0.0,No,Cassava,High,Limited,No,Yes,14.3,Loam,7.21,2.25,44.3,14.1,246.1,20.7,69.8,66.6,7.2,10.9,92.2,8.69
2023,Season A,January,Musenyi,Rice,0.22,0.2,20.0,Flat,Local Variety,No,None,0.0,Yes,Beans,Medium,Limited,Yes,No,24.6,Loam,7.04,2.42,40.9,15.3,253.1,22.8,57.1,81.7,7.8,12.9,96.6,15.92
2020,Season A,December,Ntarama,Beans,2.15,1.87,187.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Limited,No,No,5.4,Sandy Soil,7.16,2.84,66.7,10.6,263.3,21.5,67.0,70.9,7.9,10.6,112.5,12.48
2022,Season A,November,Rweru,Rice,0.87,0.67,67.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Beans,High,Adequate,No,No,11.9,Clay Soil,6.93,2.69,65.8,11.3,191.8,23.5,90.3,80.7,7.7,11.9,116.5,22.1
2020,Season A,September,Rilima,Beans,0.73,0.49,49.0,Flat,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Yes,Maize,Low,Adequate,Yes,Yes,5.7,Sandy Soil,6.17,1.64,41.9,14.4,218.5,23.2,108.4,79.8,7.7,13.1,110.4,10.94
2020,Season B,June,Gashora,Beans,0.58,0.55,55.0,Hillside,Hybrid (MAC 44),Yes,Inorganic (NPK),1.29,Yes,Cassava,Medium,Limited,Yes,No,17.4,Loam,6.52,2.0,46.9,26.9,206.9,24.6,44.3,69.6,8.8,12.8,131.0,8.6
2020,Season A,November,Shyara,Beans,0.14,0.09,9.0,Valley,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),1.05,No,Maize,Low,Limited,Yes,No,23.4,Sandy Loam,6.04,2.12,57.4,21.3,275.8,25.4,85.8,83.2,6.9,9.9,101.9,13.43
2022,Season B,February,Ruhuha,Maize,1.51,1.42,142.0,Valley,Local Variety,Yes,Inorganic (NPK),0.67,No,Cassava,Low,Sufficient,Yes,No,7.5,Sandy Loam,6.98,2.49,63.1,22.1,180.6,23.3,71.5,77.7,8.5,10.9,115.7,14.2
2024,Season B,February,Nyamata,Maize,2.57,2.06,206.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,Partial,Fallow,Medium,Sufficient,No,No,23.0,Clay Soil,7.21,3.03,80.2,22.2,271.7,23.3,87.7,67.5,8.1,10.1,119.2,20.9
2022,Season B,February,Ntarama,Maize,1.0,0.93,93.0,Hillside,Improved (WH507),No,None,0.0,No,Cassava,Medium,Sufficient,Yes,No,22.3,Sandy Soil,6.99,2.94,62.8,6.1,237.8,21.9,45.8,72.6,7.5,11.3,106.1,14.59
2022,Season A,September,Rweru,Beans,1.55,1.48,148.0,Hillside,Hybrid (MAC 44),No,None,0.0,Partial,Beans,Low,Adequate,No,No,21.6,Clay Soil,7.06,2.55,67.6,12.4,190.5,22.0,81.6,78.0,7.5,10.9,110.2,9.05
2024,Season A,October,Juru,Rice,1.41,1.38,138.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Rice,High,Adequate,No,Yes,16.9,Sandy Loam,7.01,2.6,47.4,23.8,184.9,22.6,83.6,82.5,7.1,10.1,97.8,24.68
2021,Season B,June,Mayange,Maize,1.4,0.99,99.0,Flat,Improved (WH507),Yes,Inorganic (NPK),2.19,Yes,Rice,Low,Adequate,Yes,Yes,20.4,Sandy Loam,5.99,2.94,66.3,12.0,204.9,21.7,45.8,67.0,7.4,13.2,125.1,19.09
2021,Season A,October,Shyara,Maize,1.08,0.78,78.0,Hillside,Local Variety,No,None,0.0,No,Beans,High,Adequate,Yes,No,22.5,Sandy Loam,6.11,2.45,48.7,21.0,263.4,23.4,69.4,82.8,7.3,12.1,111.6,13.06
2022,Season A,September,Ruhuha,Rice,0.59,0.41,41.0,Hillside,Hybrid (Komboka),No,None,0.0,Yes,Rice,Low,Sufficient,Yes,Yes,14.3,Sandy Loam,6.99,2.39,59.8,17.8,188.0,24.5,48.1,71.9,7.2,10.5,130.3,23.51
2023,Season B,May,Musenyi,Beans,2.5,1.87,187.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Maize,Low,Limited,Yes,No,19.8,Loam,7.14,2.61,44.5,13.9,260.1,20.1,49.5,76.6,7.5,11.1,103.4,10.54
2022,Season A,December,Juru,Maize,0.8,0.59,59.0,Hillside,Improved (WH507),No,None,0.0,No,Rice,High,Adequate,No,No,21.3,Sandy Loam,6.82,2.75,46.5,22.5,183.5,23.1,95.3,66.7,7.3,11.5,125.0,16.88
2021,Season A,September,Rweru,Maize,2.25,1.98,198.0,Flat,Improved (WH507),No,None,0.0,No,Beans,High,Sufficient,No,No,15.6,Clay Soil,6.74,2.54,63.1,13.8,180.7,23.5,97.7,70.2,7.4,11.5,121.5,15.2
2020,Season A,December,Kamabuye,Maize,1.22,0.96,96.0,Valley,Hybrid (H614D),No,None,0.0,No,Maize,Low,Adequate,No,No,11.7,Clay Soil,6.99,2.56,46.3,19.2,204.4,23.9,111.4,76.3,8.2,10.5,104.8,21.87
2023,Season B,June,Gashora,Beans,2.62,2.45,245.0,Flat,Improved (RWR 2245),Partial,Organic (Compost),0.47,No,Beans,Medium,Sufficient,No,No,23.4,Loam,6.41,2.16,50.3,20.1,192.3,24.6,43.0,70.9,7.9,12.4,129.3,8.1
2020,Season B,April,Shyara,Rice,2.31,2.0,200.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),1.59,No,Beans,Low,Adequate,Yes,Yes,14.3,Sandy Loam,5.99,2.15,55.3,17.1,274.4,23.4,133.2,80.6,6.4,11.7,116.3,34.54
2020,Season A,November,Nyarugenge,Maize,0.22,0.16,16.0,Flat,Improved (WH507),No,None,0.0,Partial,Fallow,Low,Sufficient,Yes,No,20.3,Clay Soil,6.22,2.05,47.0,21.3,200.2,24.6,114.0,80.5,7.0,11.4,92.9,19.48
