Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Ha,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2022,Season A,January,Shyara,Rice,2.08,1.49,149.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),36.7,No,Beans,Medium,Sufficient,No,No,20.2,Sandy Loam,6.17,2.09,58.8,20.4,257.9,19.6,61.7,72.7,7.8,9.4,115.4,23.64
2023,Season B,June,Gashora,Maize,1.69,1.55,155.0,Flat,Local Variety,No,None,0.0,No,Beans,Low,Adequate,No,Yes,9.1,Loam,6.56,2.05,47.8,22.3,184.9,22.6,29.7,66.9,8.3,12.5,124.2,10.22
2024,Season A,September,Mayange,Maize,2.6,2.17,217.0,Flat,Improved (WH507),Partial,Inorganic (NPK),63.2,Yes,Fallow,Low,Adequate,Yes,No,15.5,Sandy Loam,6.04,2.87,69.0,14.4,205.9,24.9,78.7,76.2,6.9,11.4,114.6,20.42
2023,Season A,September,Mayange,Maize,2.11,1.38,138.0,Flat,Improved (WH507),Partial,Inorganic (NPK),79.8,Yes,Rice,Low,Adequate,Yes,No,22.6,Sandy Loam,5.88,2.84,72.7,9.3,193.8,22.9,88.6,68.1,6.1,11.1,109.1,24.29
2024,Season A,October,Rweru,Beans,0.29,0.24,24.0,Valley,Improved (RWR 2245),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,10.8,Clay Soil,6.82,2.49,66.4,13.1,179.8,23.6,98.2,76.9,7.9,8.9,117.1,13.44
2020,Season B,June,Mareba,Beans,2.43,1.58,158.0,Hillside,Hybrid (MAC 44),Partial,Inorganic (NPK),43.3,Partial,Beans,Low,Adequate,Yes,Yes,7.7,Sandy Loam,7.16,3.28,54.7,14.3,225.7,21.6,24.1,69.7,8.6,12.3,128.0,8.29
2021,Season B,April,Ntarama,Beans,1.49,1.13,113.0,Valley,Hybrid (MAC 44),No,None,0.0,Partial,Maize,Low,Adequate,Yes,No,14.0,Sandy Soil,7.07,2.73,63.4,14.4,223.6,24.7,133.8,90.1,7.2,11.1,106.0,8.71
2020,Season A,September,Nyarugenge,Beans,1.89,1.45,145.0,Flat,Improved (RWR 2245),Partial,Inorganic (NPK),46.4,Partial,Beans,Low,Adequate,No,No,18.4,Clay Soil,6.23,2.27,37.9,22.3,189.2,23.2,76.2,71.9,8.0,10.2,128.2,14.89
2021,Season A,September,Kamabuye,Rice,2.18,1.48,148.0,Valley,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,No,16.1,Clay Soil,7.31,2.27,42.7,20.5,190.9,24.2,55.3,81.0,6.8,13.4,114.4,18.86
2021,Season B,May,Mayange,Beans,0.33,0.21,21.0,Hillside,Hybrid (MAC 44),No,None,0.0,Partial,Fallow,Medium,Limited,Yes,No,6.9,Sandy Loam,5.94,2.9,65.1,11.2,190.6,23.4,59.4,82.5,6.6,10.4,90.9,8.1
2020,Season B,June,Musenyi,Beans,2.86,2.49,249.0,Hillside,Improved (RWR 2245),Partial,Inorganic (NPK),76.9,Yes,Maize,Low,Adequate,Yes,No,22.7,Loam,7.14,2.26,42.1,16.2,251.9,22.5,38.8,71.3,8.3,12.7,113.1,12.62
2023,Season A,January,Nyamata,Maize,0.7,0.5,50.0,Hillside,Improved (WH507),No,None,0.0,Partial,Maize,Low,Adequate,No,No,11.8,Clay Soil,7.06,3.24,78.1,24.3,244.0,22.2,82.0,65.5,7.2,10.5,95.4,18.48
2020,Season B,March,Mwogo,Rice,1.67,1.16,116.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Beans,High,Sufficient,Yes,Yes,11.4,Sandy Soil,6.04,1.89,68.3,24.4,172.9,23.4,120.0,78.1,7.3,10.2,128.8,22.25
2021,Season B,February,Ngeruka,Beans,1.76,1.68,168.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Limited,Yes,Yes,10.6,Loam,7.06,2.7,71.1,18.4,198.2,23.4,95.8,73.2,8.1,9.1,101.5,8.85
2021,Season B,April,Ntarama,Maize,0.83,0.61,61.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Cassava,High,Limited,Yes,Yes,23.7,Sandy Soil,7.07,2.9,62.3,11.1,248.5,24.6,66.1,86.4,6.6,10.6,98.4,13.92
2020,Season A,December,Nyarugenge,Maize,1.17,0.9,90.0,Hillside,Improved (WH507),No,None,0.0,Yes,Rice,Medium,Adequate,Yes,No,20.2,Clay Soil,6.22,2.21,41.1,22.3,212.1,23.1,55.2,63.9,7.5,9.9,95.5,17.58
2022,Season A,January,Kamabuye,Beans,1.91,1.67,167.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Rice,High,Adequate,No,Yes,5.3,Clay Soil,7.02,2.34,40.1,20.8,202.1,23.2,84.1,72.8,8.0,10.4,106.9,8.47
2020,Season B,June,Gashora,Rice,1.04,0.66,66.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),30.6,No,Rice,Medium,Limited,No,Yes,10.2,Loam,6.53,2.2,48.4,23.5,177.4,22.4,45.3,68.4,8.0,12.2,101.8,21.04
2020,Season B,March,Shyara,Beans,1.13,0.76,76.0,Valley,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),139.8,Yes,Rice,Low,Adequate,No,Yes,18.0,Sandy Loam,6.2,2.23,59.2,18.1,269.4,24.1,121.4,74.8,7.6,9.7,97.4,15.53
2020,Season A,October,Kamabuye,Rice,1.25,0.98,98.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Maize,High,Adequate,Yes,Yes,20.6,Clay Soil,7.01,2.28,46.1,21.7,191.0,24.4,120.3,79.0,7.5,8.4,100.7,23.64
2020,Season B,February,Shyara,Maize,2.13,1.94,194.0,Flat,Improved (WH507),Partial,Organic (Compost),25.7,No,Maize,High,Adequate,Yes,No,22.3,Sandy Loam,6.05,2.45,54.1,21.2,272.0,22.9,68.9,76.5,7.8,11.1,121.7,15.34
2023,Season B,February,Mayange,Maize,1.76,1.6,160.0,Hillside,Improved (WH507),Yes,Mixed (Organic + Inorganic),228.6,No,Beans,Low,Adequate,Yes,Yes,8.0,Sandy Loam,5.92,3.05,63.7,9.4,206.8,23.4,100.6,73.7,8.3,9.3,121.8,24.56
2023,Season A,November,Ngeruka,Maize,1.84,1.22,122.0,Valley,Hybrid (H614D),No,None,0.0,No,Rice,Low,Limited,No,Yes,8.6,Loam,6.91,2.49,78.4,19.5,196.5,22.7,104.0,73.4,6.1,10.0,108.5,20.32
2020,Season A,September,Nyamata,Maize,0.73,0.48,48.0,Flat,Improved (WH507),Partial,Organic (Compost),55.9,No,Maize,Medium,Adequate,No,Yes,5.1,Clay Soil,7.17,3.44,74.6,25.4,250.7,22.2,102.3,76.9,7.4,10.6,117.7,17.45
2023,Season B,May,Mayange,Beans,2.49,2.47,247.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),176.7,No,Maize,High,Sufficient,No,No,20.9,Sandy Loam,5.92,2.63,69.0,15.4,205.3,24.2,47.7,83.1,7.1,9.8,116.8,9.37
2024,Season B,June,Ntarama,Beans,2.56,2.48,248.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Beans,Low,Sufficient,No,No,24.0,Sandy Soil,7.31,2.93,64.8,11.4,253.4,23.4,35.1,68.5,7.8,10.9,100.1,7.83
2022,Season B,June,Gashora,Rice,0.22,0.14,14.0,Valley,Local Variety,No,None,0.0,Yes,Beans,High,Adequate,No,Yes,19.8,Loam,6.63,2.2,40.3,21.4,189.0,22.4,32.7,66.0,7.9,10.9,119.6,14.1
2023,Season A,December,Ruhuha,Maize,0.75,0.63,63.0,Flat,Local Variety,No,None,0.0,No,Beans,High,Sufficient,No,Yes,12.6,Sandy Loam,7.06,2.31,65.8,16.5,171.6,24.2,103.3,69.7,7.5,11.2,116.2,11.62
2020,Season A,November,Rilima,Rice,2.26,1.53,153.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),191.0,Partial,Maize,Low,Adequate,Yes,No,17.5,Sandy Soil,6.11,2.03,46.2,14.8,212.4,23.5,82.5,82.2,7.9,10.4,89.7,25.71
2023,Season A,January,Nyarugenge,Maize,1.9,1.63,163.0,Valley,Hybrid (H614D),No,None,0.0,No,Beans,High,Adequate,No,No,9.8,Clay Soil,6.14,1.97,42.7,23.0,213.3,22.8,47.1,70.2,7.4,11.5,93.8,17.8
2022,Season A,September,Ngeruka,Beans,2.17,1.97,197.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Rice,High,Limited,No,No,8.0,Loam,7.06,2.83,71.3,16.2,200.1,23.2,77.9,65.1,7.8,12.1,121.6,8.04
2023,Season B,April,Kamabuye,Rice,1.51,1.27,127.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Low,Adequate,No,No,12.2,Clay Soil,7.07,2.33,46.0,17.6,206.4,23.2,122.7,77.2,7.1,9.8,119.5,32.46
2020,Season B,June,Mwogo,Rice,1.31,0.86,86.0,Flat,Local Variety,Yes,Inorganic (NPK),109.4,No,Beans,Low,Sufficient,Yes,Yes,22.4,Sandy Soil,5.89,2.13,70.1,21.9,154.2,24.5,46.7,69.1,8.4,12.4,99.5,18.71
2021,Season A,December,Rilima,Rice,0.29,0.18,18.0,Valley,Improved (IR64 / NERICA),Partial,Organic (Compost),58.6,Partial,Beans,High,Adequate,No,No,7.1,Sandy Soil,6.1,1.13,40.8,16.7,205.8,22.4,75.6,71.2,8.1,12.8,124.3,29.78
2020,Season B,February,Rilima,Maize,1.27,1.08,108.0,Flat,Hybrid (H614D),No,None,0.0,Yes,Maize,Medium,Limited,Yes,No,17.6,Sandy Soil,6.0,1.54,45.0,13.4,220.9,23.5,96.4,66.7,7.2,9.9,106.7,20.91
2022,Season B,March,Rilima,Maize,1.88,1.67,167.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Sufficient,Yes,No,12.2,Sandy Soil,6.21,1.79,37.8,15.1,210.9,21.6,62.4,73.7,6.8,11.6,115.7,18.03
2024,Season A,October,Nyamata,Maize,0.5,0.45,45.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),30.2,Yes,Beans,Medium,Adequate,No,No,19.0,Clay Soil,7.07,3.17,75.1,24.3,246.3,25.9,102.2,83.3,6.6,10.0,110.6,20.23
2021,Season B,June,Mwogo,Rice,0.91,0.56,56.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Beans,Low,Limited,No,Yes,13.6,Sandy Soil,5.95,1.8,68.1,21.5,170.1,23.1,48.3,59.3,7.7,12.4,114.2,18.94
2023,Season B,April,Rilima,Beans,0.73,0.46,46.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),162.6,No,Cassava,Low,Adequate,Yes,No,24.8,Sandy Soil,6.11,1.96,46.6,13.9,199.1,22.6,106.5,76.8,7.2,11.9,120.3,7.73
2022,Season A,January,Mayange,Beans,2.71,1.76,176.0,Valley,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Beans,Medium,Limited,No,No,8.8,Sandy Loam,6.15,2.79,62.7,9.5,213.1,22.2,80.2,74.1,6.7,12.7,115.3,10.04
2020,Season A,January,Mwogo,Beans,0.97,0.86,86.0,Valley,Improved (RWR 2245),No,None,0.0,Partial,Maize,Medium,Sufficient,No,No,6.4,Sandy Soil,5.94,1.88,68.7,21.4,170.3,21.2,91.5,77.4,7.7,11.9,97.8,13.74
2020,Season B,May,Nyamata,Maize,2.59,2.15,215.0,Valley,Improved (WH507),Yes,Inorganic (NPK),118.0,Partial,Beans,Medium,Adequate,No,No,16.4,Clay Soil,7.01,3.1,77.9,24.3,248.0,23.9,101.7,87.0,7.3,12.5,114.3,20.39
2021,Season B,February,Gashora,Rice,1.7,1.41,141.0,Flat,Local Variety,Partial,Organic (Compost),73.7,No,Maize,Medium,Sufficient,No,No,7.2,Loam,6.35,2.09,46.4,22.3,191.7,24.6,79.1,69.1,7.6,12.6,99.3,19.21
2020,Season B,June,Mareba,Maize,2.27,1.37,137.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),243.4,No,Beans,Low,Limited,Yes,Yes,22.2,Sandy Loam,7.28,3.02,56.9,10.4,240.4,21.9,43.9,68.8,7.7,9.7,112.4,14.53
2022,Season A,November,Rilima,Beans,1.67,1.32,132.0,Flat,Improved (RWR 2245),Partial,Inorganic (NPK),72.2,No,Rice,Medium,Sufficient,Yes,Yes,25.0,Sandy Soil,6.09,1.66,40.4,17.3,201.8,23.9,63.9,73.7,6.9,10.7,102.7,13.08
2023,Season B,April,Mayange,Rice,2.08,1.66,166.0,Valley,Improved (IR64 / NERICA),Partial,Organic (Compost),18.8,No,Maize,Medium,Sufficient,Yes,Yes,21.3,Sandy Loam,6.02,2.63,58.6,12.2,211.4,23.8,97.1,79.2,7.3,11.9,110.4,35.37
2022,Season A,December,Mareba,Beans,1.43,1.17,117.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Cassava,Medium,Adequate,Yes,No,21.5,Sandy Loam,6.99,2.9,62.7,11.1,258.2,23.5,73.1,72.9,7.8,11.4,123.3,9.62
2024,Season B,June,Shyara,Maize,0.24,0.23,23.0,Hillside,Improved (WH507),No,None,0.0,Partial,Maize,Medium,Adequate,Yes,Yes,19.7,Sandy Loam,6.04,2.51,61.2,19.2,273.2,23.8,24.2,55.3,8.8,13.9,125.9,13.79
2023,Season A,December,Ruhuha,Maize,1.52,1.3,130.0,Hillside,Improved (WH507),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,17.2,Sandy Loam,6.94,2.58,60.3,19.1,184.0,23.6,81.2,74.6,7.6,10.1,116.7,17.63
2023,Season B,June,Shyara,Maize,2.65,2.51,251.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,No,No,15.0,Sandy Loam,6.04,2.03,56.6,21.7,278.9,21.8,24.0,73.2,8.5,13.4,132.2,12.72
2022,Season B,April,Rweru,Beans,2.04,1.78,178.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),57.2,Yes,Maize,High,Sufficient,Yes,No,17.9,Clay Soil,6.86,2.5,68.8,13.2,201.2,24.7,104.2,66.8,6.4,9.8,106.9,9.04
2023,Season B,February,Rilima,Maize,0.48,0.4,40.0,Flat,Local Variety,No,None,0.0,No,Beans,High,Adequate,Yes,Yes,6.5,Sandy Soil,6.0,1.74,38.8,14.6,221.4,23.9,56.7,67.6,7.2,10.0,94.7,10.39
2020,Season A,October,Gashora,Maize,2.28,1.75,175.0,Flat,Improved (WH507),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,11.6,Loam,6.43,2.08,54.7,23.8,200.7,22.9,78.2,85.8,6.7,10.1,93.6,17.38
2021,Season A,September,Rilima,Rice,2.28,1.84,184.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Beans,Low,Sufficient,No,Yes,9.3,Sandy Soil,6.01,1.9,42.6,17.8,215.1,23.0,104.7,72.3,8.0,11.9,108.9,38.43
2022,Season A,October,Rilima,Maize,1.97,1.95,195.0,Valley,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,Yes,No,15.4,Sandy Soil,6.15,1.6,47.3,14.4,196.2,22.2,146.2,78.4,6.3,9.4,102.5,17.35
2021,Season A,September,Mwogo,Rice,2.9,2.29,229.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),213.2,No,Fallow,Medium,Adequate,Yes,No,17.4,Sandy Soil,6.05,1.79,64.7,20.4,149.4,24.4,86.7,73.2,7.6,12.7,107.7,30.91
2024,Season B,June,Kamabuye,Rice,0.86,0.6,60.0,Flat,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,Yes,17.1,Clay Soil,7.15,2.0,38.3,17.5,213.7,21.9,22.1,66.8,7.6,11.8,101.6,12.88
2020,Season B,March,Nyamata,Maize,1.46,1.38,138.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,Yes,Yes,10.4,Clay Soil,7.18,3.32,78.4,28.0,253.4,22.4,119.3,72.8,8.0,11.8,126.7,16.55
2021,Season B,April,Ntarama,Rice,0.14,0.12,12.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Sufficient,No,No,11.0,Sandy Soil,7.2,2.76,59.3,11.5,228.8,24.4,75.0,79.7,6.9,11.4,95.7,20.49
2022,Season B,March,Mayange,Beans,2.51,2.44,244.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Adequate,Yes,No,16.2,Sandy Loam,6.03,2.66,68.1,12.6,220.9,22.2,67.9,77.6,7.5,10.8,107.3,13.88
2021,Season A,December,Mareba,Maize,0.31,0.27,27.0,Valley,Local Variety,Partial,Inorganic (NPK),59.5,No,Beans,Low,Adequate,Yes,Yes,10.3,Sandy Loam,7.09,2.7,60.2,13.0,242.1,23.2,55.7,85.2,7.2,11.0,123.5,12.34
2024,Season B,May,Rweru,Maize,0.64,0.44,44.0,Flat,Improved (WH507),Partial,Inorganic (NPK),14.7,Yes,Cassava,Medium,Limited,No,No,19.1,Clay Soil,7.02,2.57,71.5,14.8,177.6,23.2,58.8,71.4,7.5,10.3,115.9,13.85
2020,Season A,January,Kamabuye,Rice,2.52,2.32,232.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Beans,Medium,Adequate,No,No,5.6,Clay Soil,7.15,2.35,40.9,19.2,200.5,21.2,56.1,75.2,8.2,12.0,103.0,24.83
2020,Season B,May,Mareba,Maize,1.21,1.01,101.0,Flat,Improved (WH507),No,None,0.0,Yes,Beans,Low,Adequate,Yes,Yes,15.1,Sandy Loam,7.08,3.07,62.7,13.2,239.0,24.7,78.6,72.5,7.2,10.0,91.5,18.25
2021,Season A,September,Rweru,Maize,0.82,0.52,52.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),50.8,Yes,Beans,Medium,Limited,Yes,No,9.3,Clay Soil,6.87,2.69,65.5,10.1,176.9,26.8,67.1,75.8,6.9,13.4,122.9,17.86
2023,Season A,December,Gashora,Maize,1.01,0.9,90.0,Hillside,Local Variety,No,None,0.0,No,Maize,Low,Sufficient,Yes,No,13.9,Loam,6.52,1.96,47.6,24.0,185.2,24.2,82.6,64.9,7.3,13.8,114.3,12.98
2022,Season B,April,Kamabuye,Maize,0.82,0.68,68.0,Valley,Hybrid (H614D),Yes,Organic (Compost),0.0,Yes,Beans,Medium,Limited,Yes,No,22.2,Clay Soil,7.06,1.98,36.7,21.9,209.4,21.9,90.7,79.7,6.4,8.8,103.7,26.12
2023,Season A,November,Nyamata,Beans,2.64,2.52,252.0,Valley,Improved (RWR 2245),Partial,Organic (Compost),57.5,No,Beans,Medium,Adequate,No,No,14.2,Clay Soil,7.03,3.32,74.2,25.7,254.7,24.5,84.7,77.2,7.2,11.1,95.4,12.18
2023,Season B,February,Nyamata,Maize,2.46,2.18,218.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),26.5,No,Beans,Low,Adequate,Yes,No,22.6,Clay Soil,7.23,3.22,78.6,26.0,232.0,23.9,98.4,76.1,7.2,9.8,94.1,16.69
2022,Season B,April,Nyarugenge,Rice,0.49,0.49,49.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Beans,Low,Sufficient,Yes,No,20.6,Clay Soil,6.25,2.05,39.2,21.1,198.0,25.9,75.5,80.8,6.9,11.0,118.4,22.42
2021,Season B,February,Kamabuye,Rice,2.92,2.11,211.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Rice,Low,Adequate,No,No,20.1,Clay Soil,6.92,2.59,39.0,19.5,207.4,21.8,57.0,76.3,7.9,12.8,125.6,24.31
2020,Season A,December,Mwogo,Beans,0.24,0.18,18.0,Hillside,Improved (RWR 2245),Yes,Inorganic (NPK),31.5,Partial,Beans,Low,Adequate,Yes,Yes,18.7,Sandy Soil,5.98,2.17,67.8,21.9,166.4,23.3,79.5,75.2,7.1,10.9,123.6,14.65
2024,Season B,June,Ruhuha,Rice,2.97,2.13,213.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),231.6,No,Beans,Medium,Limited,No,No,19.1,Sandy Loam,7.02,2.46,62.5,15.0,187.9,23.8,39.1,73.4,7.6,14.9,133.3,22.84
2021,Season B,March,Nyamata,Maize,1.45,1.33,133.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,No,No,11.9,Clay Soil,7.14,3.23,80.2,20.3,254.1,22.5,106.7,82.1,6.4,10.5,108.8,22.89
2023,Season A,October,Ntarama,Maize,2.48,1.59,159.0,Hillside,Local Variety,Partial,Inorganic (NPK),22.2,No,Rice,High,Sufficient,Yes,Yes,19.4,Sandy Soil,7.03,2.81,64.3,9.9,255.6,22.5,82.2,79.2,5.6,8.6,90.9,13.7
2024,Season A,September,Rilima,Beans,1.82,1.27,127.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),206.4,Yes,Beans,Low,Limited,Yes,No,12.2,Sandy Soil,6.03,1.53,46.9,13.7,205.2,22.8,83.3,72.7,7.3,14.2,107.5,10.38
2022,Season A,September,Mwogo,Maize,0.89,0.75,75.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),228.0,Yes,Beans,Low,Sufficient,Yes,No,22.3,Sandy Soil,5.96,2.01,72.3,19.4,171.7,24.1,82.8,79.5,7.1,11.4,116.9,32.72
2020,Season A,November,Juru,Beans,1.64,1.04,104.0,Valley,Improved (RWR 2245),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,5.6,Sandy Loam,6.83,2.79,46.1,27.0,175.8,23.0,95.4,71.0,7.1,10.1,106.6,12.37
2022,Season A,October,Mwogo,Rice,1.53,1.5,150.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,Yes,24.3,Sandy Soil,6.13,1.92,64.7,22.7,172.9,24.3,92.9,75.5,6.8,10.4,116.7,24.95
2021,Season B,May,Ngeruka,Rice,2.08,1.51,151.0,Flat,Hybrid (Komboka),No,None,0.0,No,Rice,Low,Adequate,No,No,24.0,Loam,7.02,2.7,70.9,19.2,180.3,23.1,60.6,75.8,7.1,12.2,92.7,17.24
2024,Season B,May,Juru,Beans,1.52,1.18,118.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),111.7,Yes,Rice,Medium,Sufficient,Yes,Yes,6.2,Sandy Loam,6.92,2.59,41.9,25.7,175.5,22.6,80.7,80.0,7.4,10.6,105.6,11.94
2021,Season B,May,Kamabuye,Maize,0.69,0.49,49.0,Flat,Hybrid (H614D),Partial,Organic (Compost),23.2,Partial,Maize,Medium,Limited,Yes,Yes,12.0,Clay Soil,6.92,2.36,40.4,21.2,201.6,24.0,58.7,76.0,7.0,11.0,97.1,17.06
2023,Season A,January,Nyamata,Beans,2.71,2.08,208.0,Hillside,Hybrid (MAC 44),No,None,0.0,Partial,Maize,Low,Limited,Yes,No,17.4,Clay Soil,7.17,3.18,78.6,25.2,242.9,21.1,72.1,76.5,8.3,10.6,103.8,9.15
2024,Season B,April,Kamabuye,Maize,2.93,1.89,189.0,Flat,Hybrid (H614D),No,None,0.0,No,Beans,High,Adequate,No,No,21.1,Clay Soil,7.06,2.16,41.3,15.2,204.6,22.8,66.4,83.4,6.5,11.1,93.7,19.16
2021,Season B,February,Mwogo,Rice,0.15,0.1,10.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Low,Adequate,No,No,15.8,Sandy Soil,6.08,2.08,64.0,20.0,153.9,22.2,98.2,69.5,6.8,11.3,125.1,23.9
2022,Season B,February,Ruhuha,Beans,1.51,1.42,142.0,Valley,Local Variety,Yes,Inorganic (NPK),57.1,No,Cassava,Low,Sufficient,Yes,No,7.5,Sandy Loam,6.98,2.49,63.1,22.1,180.6,23.3,71.5,77.7,8.5,10.9,115.7,8.48
2024,Season A,September,Nyamata,Beans,2.66,1.87,187.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Maize,Low,Adequate,Yes,No,6.5,Clay Soil,7.25,3.27,79.7,21.6,260.6,25.1,94.6,75.4,7.8,12.5,113.9,9.1
2021,Season A,October,Mwogo,Beans,0.24,0.21,21.0,Valley,Local Variety,No,None,0.0,No,Beans,Low,Sufficient,Yes,No,15.3,Sandy Soil,6.04,1.92,65.1,20.3,161.3,24.9,78.7,84.0,6.9,10.1,97.0,6.09
2024,Season A,September,Kamabuye,Beans,1.64,1.48,148.0,Valley,Local Variety,No,None,0.0,Partial,Cassava,Medium,Adequate,No,No,17.1,Clay Soil,7.18,2.37,43.6,18.6,206.0,22.4,107.9,78.6,7.6,12.2,97.8,6.74
2020,Season B,March,Gashora,Maize,1.42,1.17,117.0,Flat,Improved (WH507),Yes,Inorganic (NPK),118.2,No,Maize,Low,Adequate,Yes,No,15.4,Loam,6.57,2.48,49.0,24.4,189.6,22.9,76.6,76.1,6.7,8.5,105.2,17.58
2020,Season B,June,Mareba,Beans,1.37,1.06,106.0,Valley,Hybrid (MAC 44),No,None,0.0,Yes,Maize,Low,Limited,Yes,Yes,5.2,Sandy Loam,7.11,2.88,64.3,9.1,241.5,24.1,32.7,73.0,8.0,11.2,119.1,7.57
2023,Season B,February,Rilima,Maize,2.1,2.0,200.0,Hillside,Improved (WH507),No,None,0.0,No,Maize,Low,Limited,No,Yes,14.0,Sandy Soil,6.18,2.01,39.5,12.5,212.5,23.1,80.6,80.1,7.9,12.4,111.3,17.33
2022,Season B,February,Rweru,Maize,1.47,1.16,116.0,Flat,Improved (WH507),Partial,Inorganic (NPK),38.9,Yes,Maize,High,Sufficient,Yes,Yes,9.0,Clay Soil,6.95,2.76,65.5,10.1,201.2,21.1,74.5,74.1,7.9,10.6,106.6,14.0
2021,Season B,May,Ruhuha,Maize,1.74,1.05,105.0,Valley,Improved (WH507),Partial,Organic (Compost),19.2,No,Beans,Low,Adequate,Yes,Yes,11.4,Sandy Loam,7.08,2.56,64.4,19.8,201.5,22.8,52.4,75.9,6.3,11.5,97.1,15.44
2024,Season A,September,Rweru,Rice,2.41,1.56,156.0,Valley,Hybrid (Komboka),No,None,0.0,No,Fallow,Medium,Sufficient,No,No,22.6,Clay Soil,6.96,2.39,62.3,8.2,202.4,22.9,56.7,73.3,7.2,10.3,123.9,19.9
2022,Season A,January,Nyamata,Maize,1.21,0.87,87.0,Valley,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),211.5,No,Beans,Low,Adequate,Yes,No,13.8,Clay Soil,7.19,3.23,77.9,25.0,253.6,21.9,40.3,70.4,8.0,10.4,99.7,24.63
2022,Season A,December,Nyamata,Rice,2.06,1.27,127.0,Flat,Hybrid (Komboka),Partial,Inorganic (NPK),56.1,No,Cassava,Low,Limited,Yes,No,10.8,Clay Soil,7.13,3.07,74.6,23.9,255.2,22.0,88.4,70.8,7.4,12.8,110.8,22.74
2020,Season A,December,Kamabuye,Beans,1.61,1.16,116.0,Flat,Improved (RWR 2245),Partial,Organic (Compost),37.3,No,Beans,Medium,Adequate,No,Yes,5.2,Clay Soil,6.99,2.31,46.8,16.2,205.8,21.8,59.1,72.4,7.5,11.4,109.4,11.62
